-2.000000000000000000e+03 1.292957563305017032e+01
-1.987951807228915641e+03 1.141953729439724086e+01
-1.975903614457831281e+03 1.182473533899392137e+01
-1.963855421686746922e+03 1.656081465014384690e+01
-1.951807228915662563e+03 1.355581553030111053e+01
-1.939759036144578204e+03 1.327841718279816874e+01
-1.927710843373494072e+03 1.277956051181832642e+01
-1.915662650602409713e+03 1.092645090976047939e+01
-1.903614457831325353e+03 1.016154773889819474e+01
-1.891566265060240994e+03 1.087256454786981408e+01
-1.879518072289156635e+03 1.147404791813925762e+01
-1.867469879518072275e+03 1.290983462613984756e+01
-1.855421686746987916e+03 1.214210287687846979e+01
-1.843373493975903557e+03 1.428862369300808410e+01
-1.831325301204819198e+03 1.090500673143800903e+01
-1.819277108433734838e+03 1.175392124378882563e+01
-1.807228915662650707e+03 1.153806800031878943e+01
-1.795180722891566347e+03 1.350530387740401572e+01
-1.783132530120481988e+03 1.464335200857135177e+01
-1.771084337349397629e+03 1.124580379087326598e+01
-1.759036144578313269e+03 1.275334102606204567e+01
-1.746987951807228910e+03 1.127329421435223367e+01
-1.734939759036144551e+03 1.257570010933837423e+01
-1.722891566265060192e+03 1.043924585314722009e+01
-1.710843373493975832e+03 1.507961982277454993e+01
-1.698795180722891473e+03 1.345790452388210845e+01
-1.686746987951807114e+03 1.149002754855693631e+01
-1.674698795180722755e+03 1.275360801385809495e+01
-1.662650602409638395e+03 1.582712115196474301e+01
-1.650602409638554263e+03 1.844322883378867672e+01
-1.638554216867469904e+03 1.196392941520187314e+01
-1.626506024096385545e+03 1.494100876768008312e+01
-1.614457831325301186e+03 1.428298644274451767e+01
-1.602409638554216826e+03 1.298624699125426396e+01
-1.590361445783132467e+03 1.424060652775474445e+01
-1.578313253012048108e+03 1.577781199999686379e+01
-1.566265060240963976e+03 1.660329549969054597e+01
-1.554216867469879617e+03 1.648840426939263892e+01
-1.542168674698795257e+03 1.361319664154416920e+01
-1.530120481927710898e+03 1.692369537887071473e+01
-1.518072289156626539e+03 1.510377624300105559e+01
-1.506024096385542180e+03 1.435886212751922031e+01
-1.493975903614457820e+03 1.685887342366937602e+01
-1.481927710843373461e+03 1.520019084277362076e+01
-1.469879518072289102e+03 1.437188037566805576e+01
-1.457831325301204743e+03 1.906948491138495427e+01
-1.445783132530120383e+03 1.728960401128331625e+01
-1.433734939759036024e+03 1.693020362731714812e+01
-1.421686746987951665e+03 1.821182641324620022e+01
-1.409638554216867306e+03 1.949728053404840722e+01
-1.397590361445782946e+03 1.776396832941914283e+01
-1.385542168674698814e+03 1.688741679800224205e+01
-1.373493975903614455e+03 1.712453122598592614e+01
-1.361445783132530096e+03 1.600901018895372374e+01
-1.349397590361445737e+03 1.295572063273729313e+01
-1.337349397590361377e+03 1.316152038419168946e+01
-1.325301204819277018e+03 1.582673506358887749e+01
-1.313253012048192886e+03 1.261410892711869458e+01
-1.301204819277108527e+03 1.837787927689775103e+01
-1.289156626506024168e+03 1.183433974311903825e+01
-1.277108433734939808e+03 1.485281994774021008e+01
-1.265060240963855449e+03 1.336718704723215367e+01
-1.253012048192771090e+03 1.403227356644768520e+01
-1.240963855421686731e+03 1.323908310773989427e+01
-1.228915662650602371e+03 1.435244526060236225e+01
-1.216867469879518012e+03 1.481788798004904528e+01
-1.204819277108433653e+03 1.478979813715585401e+01
-1.192771084337349293e+03 1.738796918809489966e+01
-1.180722891566264934e+03 2.112325742789729688e+01
-1.168674698795180575e+03 2.726435407808494205e+01
-1.156626506024096216e+03 3.367312869282241650e+01
-1.144578313253011856e+03 3.541009676582304166e+01
-1.132530120481927725e+03 4.440263355721459249e+01
-1.120481927710843365e+03 4.597654324887165700e+01
-1.108433734939759006e+03 6.111829535286395298e+01
-1.096385542168674647e+03 4.852353631560153957e+01
-1.084337349397590287e+03 4.136332088591131395e+01
-1.072289156626505928e+03 3.660656351196409730e+01
-1.060240963855421796e+03 2.953298946082739462e+01
-1.048192771084337437e+03 2.439273631271870002e+01
-1.036144578313253078e+03 2.209128223358115406e+01
-1.024096385542168719e+03 2.050055961979222374e+01
-1.012048192771084246e+03 1.477008316912924357e+01
-1.000000000000000000e+03 1.732201007252243130e+01
-9.879518072289156407e+02 1.712674088971942510e+01
-9.759036144578312815e+02 1.319582952797111197e+01
-9.638554216867469222e+02 1.370583581315365151e+01
-9.518072289156625629e+02 1.433975716532779288e+01
-9.397590361445782037e+02 1.364929998718173110e+01
-9.277108433734938444e+02 1.416302864946655404e+01
-9.156626506024094851e+02 1.344407804141941298e+01
-9.036144578313253533e+02 1.449923958142356284e+01
-8.915662650602409940e+02 1.182484361981049936e+01
-8.795180722891566347e+02 1.245776884196078527e+01
-8.674698795180722755e+02 1.301426750765169515e+01
-8.554216867469879162e+02 1.321403832317128035e+01
-8.433734939759035569e+02 1.385187000886259590e+01
-8.313253012048191977e+02 1.404429362808038206e+01
-8.192771084337348384e+02 1.120832029415391951e+01
-8.072289156626504791e+02 1.085347188427199860e+01
-7.951807228915661199e+02 1.120086654292237327e+01
-7.831325301204817606e+02 1.391572167928356585e+01
-7.710843373493976287e+02 1.076811317163338266e+01
-7.590361445783132694e+02 1.407162600744816849e+01
-7.469879518072289102e+02 1.395415520407776988e+01
-7.349397590361445509e+02 1.145181680481968023e+01
-7.228915662650601917e+02 1.075485203645593657e+01
-7.108433734939758324e+02 1.107515137631030377e+01
-6.987951807228914731e+02 1.184241373759498472e+01
-6.867469879518071139e+02 1.533306913695795970e+01
-6.746987951807227546e+02 1.341175982117516519e+01
-6.626506024096383953e+02 1.245730837020468584e+01
-6.506024096385540361e+02 1.506557792363267367e+01
-6.385542168674699042e+02 1.185835848675506377e+01
-6.265060240963855449e+02 1.414349548655335020e+01
-6.144578313253011856e+02 1.108066274426677644e+01
-6.024096385542168264e+02 1.579987727586177115e+01
-5.903614457831324671e+02 1.262747648031767156e+01
-5.783132530120481078e+02 1.473974701816775301e+01
-5.662650602409637486e+02 1.511986138169943317e+01
-5.542168674698793893e+02 1.457279009977684225e+01
-5.421686746987950301e+02 1.653104133216064753e+01
-5.301204819277106708e+02 1.742158126267613127e+01
-5.180722891566265389e+02 1.898364289952684558e+01
-5.060240963855421796e+02 2.206560980796508531e+01
-4.939759036144578204e+02 1.797168062412139022e+01
-4.819277108433734611e+02 1.820445378593323582e+01
-4.698795180722891018e+02 1.766737163978296010e+01
-4.578313253012047426e+02 1.702779911064783391e+01
-4.457831325301203833e+02 1.549830541760782054e+01
-4.337349397590360240e+02 1.297907547286188112e+01
-4.216867469879516648e+02 1.262650287542102134e+01
-4.096385542168673055e+02 1.454698023622425218e+01
-3.975903614457829462e+02 1.824699091848763999e+01
-3.855421686746988144e+02 1.115090145042287517e+01
-3.734939759036144551e+02 1.333217845718051464e+01
-3.614457831325300958e+02 1.620171338131569172e+01
-3.493975903614457366e+02 1.285300171070512931e+01
-3.373493975903613773e+02 1.719635651747483607e+01
-3.253012048192770180e+02 1.481928814182542808e+01
-3.132530120481926588e+02 1.219066492626018672e+01
-3.012048192771082995e+02 1.628190570826047434e+01
-2.891566265060239402e+02 1.249787896909726825e+01
-2.771084337349395810e+02 1.531982776117637357e+01
-2.650602409638554491e+02 1.548432021625430366e+01
-2.530120481927710898e+02 1.236517167585893517e+01
-2.409638554216867306e+02 1.569896909362561210e+01
-2.289156626506023713e+02 1.068591011306633654e+01
-2.168674698795180120e+02 1.345575596824629372e+01
-2.048192771084336528e+02 1.090593254298667603e+01
-1.927710843373492935e+02 1.236681140866419248e+01
-1.807228915662649342e+02 1.106590008579273032e+01
-1.686746987951805750e+02 1.301522958467364610e+01
-1.566265060240962157e+02 1.373439885309311848e+01
-1.445783132530118564e+02 1.126151303038426832e+01
-1.325301204819277245e+02 1.019837937971592190e+01
-1.204819277108433653e+02 1.232828925268200493e+01
-1.084337349397590060e+02 1.035679002195414178e+01
-9.638554216867464675e+01 1.084512709894070959e+01
-8.433734939759028748e+01 1.267140694205878759e+01
-7.228915662650592822e+01 1.773957174522029590e+01
-6.024096385542156895e+01 1.341384165570944198e+01
-4.819277108433720969e+01 1.217465313520700221e+01
-3.614457831325285042e+01 1.664384719446336547e+01
-2.409638554216849116e+01 1.341058739843686354e+01
-1.204819277108413189e+01 1.051430500702290693e+01
0.000000000000000000e+00 1.170838710196614052e+01
1.204819277108435926e+01 1.217587916265168069e+01
2.409638554216871853e+01 1.075569848945555052e+01
3.614457831325307779e+01 1.056003316448513374e+01
4.819277108433743706e+01 1.401956539025877646e+01
6.024096385542179632e+01 1.850837230602819972e+01
7.228915662650615559e+01 1.218481040687970562e+01
8.433734939759051485e+01 1.152040123466827737e+01
9.638554216867487412e+01 1.226421603937476590e+01
1.084337349397592334e+02 1.247909161553468138e+01
1.204819277108435926e+02 1.341397016373182538e+01
1.325301204819279519e+02 1.393255113150287805e+01
1.445783132530123112e+02 1.279788066142701375e+01
1.566265060240966704e+02 1.465468111121440842e+01
1.686746987951810297e+02 1.562184138742394879e+01
1.807228915662653890e+02 1.067130325096821153e+01
1.927710843373492935e+02 1.185040510246062340e+01
2.048192771084336528e+02 1.346760907246058814e+01
2.168674698795180120e+02 1.770213101952729673e+01
2.289156626506023713e+02 1.686900436603106357e+01
2.409638554216867306e+02 1.240996872196911127e+01
2.530120481927710898e+02 1.670305484915535388e+01
2.650602409638554491e+02 1.413248071248180082e+01
2.771084337349398083e+02 2.183765988365198751e+01
2.891566265060241676e+02 1.399005966495472641e+01
3.012048192771085269e+02 1.680045040435716430e+01
3.132530120481928861e+02 2.113110981720432591e+01
3.253012048192772454e+02 1.910045664947858057e+01
3.373493975903616047e+02 1.443465406641998960e+01
3.493975903614459639e+02 1.594118366903921036e+01
3.614457831325303232e+02 1.957977122293054251e+01
3.734939759036146825e+02 1.836483605532392005e+01
3.855421686746990417e+02 1.939195694612074661e+01
3.975903614457834010e+02 1.848799154123952349e+01
4.096385542168677603e+02 2.222303297742314498e+01
4.216867469879521195e+02 1.541484034715461604e+01
4.337349397590364788e+02 1.408333088860938886e+01
4.457831325301203833e+02 1.505851061374512057e+01
4.578313253012047426e+02 1.526510984747478261e+01
4.698795180722891018e+02 1.175983408206499270e+01
